organization_id,OrganizationName,specialty,procedure_id,procedure_name,protocol_id,protocol_name,status,codes,material_id,material_name,material_type,material_subtype,manufacturer,price,hold,article_number,surgeon_specific_action,surgeon_name,surgeon_surname
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,86853,red videne,DISPOSABLE,LIQUIDS_MEDICINES,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87005,green needle,DISPOSABLE,,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87037,pain procedure pack,DISPOSABLE,DRAPING,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87039,cosmopore,DISPOSABLE,WOUNDCARE,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87228,depomedrone 80mg,DISPOSABLE,LIQUIDS_MEDICINES,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87251,luer lock syringe 5ml,DISPOSABLE,,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87255,luer lock syringe 2ml,DISPOSABLE,,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87480,chirocaine 0.25%,DISPOSABLE,LIQUIDS_MEDICINES,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109411,drape 9029,DISPOSABLE,DRAPING,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109535,medium trolley,INSTRUMENT,,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109536,spinal needle 22ga 178mm,DISPOSABLE,,,,1,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109537,spinal needle 22ga 90mm,DISPOSABLE,,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,86853,red videne,DISPOSABLE,LIQUIDS_MEDICINES,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87005,green needle,DISPOSABLE,,,,0,,ADDED,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87037,pain procedure pack,DISPOSABLE,DRAPING,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87039,cosmopore,DISPOSABLE,WOUNDCARE,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87228,depomedrone 80mg,DISPOSABLE,LIQUIDS_MEDICINES,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87251,luer lock syringe 5ml,DISPOSABLE,,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87255,luer lock syringe 2ml,DISPOSABLE,,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,87480,chirocaine 0.25%,DISPOSABLE,LIQUIDS_MEDICINES,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109411,drape 9029,DISPOSABLE,DRAPING,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109535,medium trolley,INSTRUMENT,,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109536,spinal needle 22ga 178mm,DISPOSABLE,,,,1,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,98,Spinal Injection,8593,Spinal Injection,Published,,109537,spinal needle 22ga 90mm,DISPOSABLE,,,,0,,DEFAULT,Dr.,Udwandia
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,134,Achilles Tendon Repair,8276,Achilles Tendon Repair,Published,,85423,light handles,DISPOSABLE,,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,134,Achilles Tendon Repair,8276,Achilles Tendon Repair,Published,,85431,diathermy device,OTHER,DEVICE,,,0,,DEFAULT,,
b23d4475-e7c9-4c57-a017-61f82113e265,Rochdale Infirmary,ORTHOPEDIC_SURGERY,134,Achilles Tendon Repair,8276,Achilles Tendon Repair,Published,,85433,suction device,OTHER,DEVICE,,,0,,DEFAULT,,
